,location,total_sqft,bath,size_BHK,price
4279,Magadi Road,1116.0,2.0,2,50.0
4281,Magadi Road,884.0,2.0,2,41.1
4282,Magadi Road,1005.0,2.0,2,55.78
4283,Magadi Road,1000.0,2.0,2,46.5
4284,Magadi Road,1500.0,2.0,4,93.0
4286,Magadi Road,1345.0,2.0,2,55.0
4288,Magadi Road,5000.0,6.0,5,360.0
4289,Magadi Road,1116.0,2.0,2,51.89
4290,Magadi Road,1052.0,2.0,3,60.0
4291,Magadi Road,940.0,2.0,2,50.0
4292,Magadi Road,1318.0,2.0,3,68.0
4294,Magadi Road,884.0,2.0,2,48.0
4296,Mahadevpura,1150.0,2.0,2,52.0
4297,Mahadevpura,1250.0,2.0,2,52.0
4298,Mahadevpura,1260.0,2.0,2,57.6
4299,Mahadevpura,730.0,1.0,1,35.0
4300,Mahadevpura,1434.0,2.0,3,67.39
4301,Mahadevpura,1146.0,2.0,2,53.8
4302,Mahadevpura,1532.0,2.0,2,62.0
4303,Mahadevpura,1620.0,2.0,3,76.0
4304,Mahadevpura,1136.0,2.0,2,64.5
4305,Mahadevpura,1400.0,2.0,3,65.8
4306,Mahadevpura,1137.0,2.0,2,53.4
4307,Mahadevpura,1601.0,3.0,3,95.0
4308,Mahadevpura,1450.0,3.0,3,75.0
4309,Mahadevpura,1152.0,2.0,2,54.0
4310,Mahadevpura,1212.0,2.0,2,56.9
4312,Mahadevpura,1505.0,3.0,3,78.0
4313,Mahadevpura,1500.0,2.0,3,70.0
4314,Mahadevpura,1236.0,2.0,2,58.0
4315,Mahadevpura,1236.0,2.0,2,58.0
4316,Mahadevpura,1120.0,2.0,2,53.0
4317,Malleshwaram,705.0,1.0,1,67.0
4318,Malleshwaram,12000.0,7.0,7,2200.0
4319,Malleshwaram,2500.0,5.0,4,325.0
4320,Malleshwaram,2006.0,3.0,3,297.0
4321,Malleshwaram,686.0,1.0,1,62.5
4322,Malleshwaram,2475.0,4.0,3,332.0
4323,Malleshwaram,2610.0,3.0,3,399.0
4324,Malleshwaram,2475.0,4.0,3,320.0
4325,Malleshwaram,900.0,2.0,2,95.0
4326,Malleshwaram,1420.0,2.0,2,158.0
4327,Malleshwaram,2000.0,3.0,3,250.0
4328,Malleshwaram,2215.0,3.0,3,275.0
4330,Malleshwaram,2475.0,4.0,3,300.0
4331,Malleshwaram,2345.0,2.0,3,293.0
4333,Malleshwaram,2215.0,4.0,3,310.0
4334,Malleshwaram,480.0,1.0,1,60.0
4335,Malleshwaram,1290.0,2.0,2,120.0
4336,Malleshwaram,2475.0,4.0,3,326.0
4337,Malleshwaram,2476.0,3.0,3,337.0
4338,Malleshwaram,900.0,2.0,2,90.0
4340,Malleshwaram,2050.0,4.0,3,270.0
4341,Malleshwaram,900.0,2.0,2,72.0
4342,Malleshwaram,620.0,1.0,1,86.8
4343,Malleshwaram,600.0,1.0,2,68.0
4344,Malleshwaram,2475.0,4.0,3,337.0
4345,Malleshwaram,2215.0,3.0,3,275.0
4346,Malleshwaram,2215.0,3.0,3,330.0
4348,Malleshwaram,1020.0,2.0,2,80.0
4349,Malleshwaram,600.0,1.0,2,90.0
4350,Malleshwaram,2200.0,3.0,3,275.0
4351,Malleshwaram,2475.0,4.0,3,326.0
4352,Malleshwaram,1500.0,2.0,2,140.0
4353,Malleshwaram,2475.0,4.0,3,340.0
4354,Malleshwaram,1400.0,2.0,2,190.0
4355,Malleshwaram,2475.0,4.0,3,300.0
4356,Malleshwaram,2400.0,3.0,3,380.0
4357,Malleshwaram,580.0,1.0,1,45.0
4358,Malleshwaram,1410.0,2.0,2,125.0
4361,Marathahalli,1220.0,2.0,2,57.0
4362,Marathahalli,1200.0,2.0,2,52.0
4363,Marathahalli,1200.0,2.0,2,60.0
4364,Marathahalli,1933.0,3.0,3,140.0
4365,Marathahalli,950.0,2.0,2,46.96
4366,Marathahalli,1230.0,2.0,2,80.0
4367,Marathahalli,3800.0,4.0,4,250.0
4368,Marathahalli,1019.0,2.0,2,49.85
4369,Marathahalli,1215.0,2.0,2,67.0
4370,Marathahalli,2181.0,3.0,4,152.0
4371,Marathahalli,1170.0,2.0,2,53.0
4372,Marathahalli,1019.0,2.0,2,49.86
4373,Marathahalli,1325.0,2.0,2,71.55
4374,Marathahalli,1220.0,2.0,2,56.5
4376,Marathahalli,1152.0,2.0,2,56.0
4377,Marathahalli,1610.0,3.0,3,90.0
4378,Marathahalli,1146.0,2.0,2,70.0
4380,Marathahalli,1469.0,3.0,3,89.0
4385,Marathahalli,2519.0,5.0,4,185.0
4387,Marathahalli,957.0,2.0,2,46.9
4388,Marathahalli,1583.0,3.0,3,105.0
4389,Marathahalli,2524.0,5.0,4,190.0
4393,Marathahalli,1071.0,2.0,2,52.25
4394,Marathahalli,1215.0,2.0,2,58.86
4395,Marathahalli,1102.0,2.0,2,53.67
4396,Marathahalli,1900.0,3.0,3,123.0
4397,Marathahalli,1045.0,2.0,2,60.0
4399,Marathahalli,1215.0,2.0,2,58.86
4400,Marathahalli,1365.0,2.0,2,73.0
4405,Marathahalli,1208.0,2.0,2,70.0
4406,Marathahalli,1325.0,1.0,2,92.0
4407,Marathahalli,1525.0,3.0,3,90.0
4408,Marathahalli,1937.0,3.0,3,140.0
4409,Marathahalli,1550.0,3.0,3,83.0
4410,Marathahalli,1350.0,2.0,2,86.0
4411,Marathahalli,957.0,2.0,2,47.0
4413,Marathahalli,1230.0,2.0,2,57.0
4414,Marathahalli,1200.0,2.0,2,58.0
4416,Marathahalli,607.0,1.0,1,35.0
4417,Marathahalli,1583.0,3.0,3,109.0
4418,Marathahalli,1075.0,2.0,2,52.43
4419,Marathahalli,1360.0,2.0,2,103.0
4420,Marathahalli,1220.0,2.0,2,58.5
4421,Marathahalli,950.0,2.0,2,45.68
4422,Marathahalli,615.0,1.0,1,44.0
4423,Marathahalli,1595.0,3.0,3,90.0
4424,Marathahalli,1350.0,2.0,2,89.0
4425,Marathahalli,1020.0,2.0,2,57.0
4426,Marathahalli,1600.0,3.0,2,88.0
4427,Marathahalli,780.0,1.0,1,55.0
4428,Marathahalli,1710.0,3.0,3,100.0
4430,Marathahalli,1358.0,2.0,2,81.0
4431,Marathahalli,1205.0,2.0,2,75.0
4432,Marathahalli,1730.0,3.0,3,110.0
4433,Marathahalli,1583.0,3.0,3,115.0
4434,Marathahalli,1200.0,2.0,2,67.0
4435,Marathahalli,1095.0,2.0,2,60.0
4436,Marathahalli,1060.0,2.0,2,48.0
4437,Marathahalli,1050.0,2.0,2,65.0
4438,Marathahalli,1102.0,2.0,2,53.67
4439,Marathahalli,1026.0,2.0,2,49.95
4442,Marathahalli,1220.0,2.0,2,59.0
4443,Marathahalli,881.0,2.0,2,48.06
4445,Marathahalli,1710.0,3.0,3,100.0
4446,Marathahalli,1680.0,3.0,3,105.0
4447,Marathahalli,1910.0,3.0,3,119.0
4448,Marathahalli,1602.0,2.0,2,104.0
4449,Marathahalli,700.0,1.0,1,38.0
4450,Marathahalli,1469.0,3.0,3,89.0
4452,Marathahalli,1690.0,3.0,3,116.0
4453,Marathahalli,1065.0,2.0,2,55.0
4454,Marathahalli,1693.0,3.0,3,125.0
4455,Marathahalli,1693.0,3.0,3,125.0
4456,Marathahalli,1196.0,2.0,2,57.9
4457,Marathahalli,1595.0,3.0,3,88.0
4458,Marathahalli,2122.0,3.0,3,125.0
4459,Marathahalli,1730.0,3.0,3,115.0
4462,Marathahalli,1125.0,2.0,2,55.0
4463,Marathahalli,1950.0,3.0,3,115.0
4464,Marathahalli,1250.0,2.0,2,68.0
4465,Marathahalli,1125.0,2.0,2,56.8
4466,Marathahalli,1350.0,2.0,2,90.0
4467,Marathahalli,1200.0,2.0,2,53.0
4468,Marathahalli,2500.0,5.0,4,175.0
4469,Marathahalli,957.0,2.0,2,47.0
4472,Marathahalli,1350.0,2.0,2,60.0
4473,Marathahalli,3400.0,4.0,4,235.0
4474,Marathahalli,1350.0,2.0,2,99.0
4476,Marathahalli,1285.0,2.0,2,55.0
4477,Marathahalli,2500.0,5.0,4,181.0
4478,Marathahalli,3800.0,4.0,4,235.0
4479,Marathahalli,3951.0,4.0,4,230.0
4480,Marathahalli,1125.0,2.0,2,54.8
4481,Marathahalli,1700.0,3.0,3,126.0
4483,Marathahalli,1270.0,2.0,2,73.0
4485,Marathahalli,950.0,2.0,2,46.7
4486,Marathahalli,1550.0,3.0,3,85.0
4487,Marathahalli,1019.0,2.0,2,49.86
4488,Marathahalli,1144.0,2.0,2,65.0
4489,Marathahalli,1240.0,2.0,2,55.0
4490,Marathahalli,1100.0,2.0,1,75.0
4491,Marathahalli,1156.0,2.0,2,52.0
4492,Marathahalli,2524.0,5.0,4,180.0
4493,Marathahalli,1135.0,2.0,2,60.0
4494,Marathahalli,1839.0,3.0,3,130.0
4495,Marathahalli,1170.0,2.0,2,85.0
4496,Marathahalli,1102.0,2.0,2,53.67
4497,Marathahalli,1108.0,2.0,3,60.0
4498,Marathahalli,1449.0,3.0,3,110.0
4499,Marathahalli,1360.0,2.0,2,101.0
4500,Marathahalli,1026.0,2.0,2,50.18
4503,Marathahalli,1270.0,2.0,2,80.0
4504,Marathahalli,1100.0,2.0,2,50.0
4505,Marathahalli,1196.0,2.0,2,57.95
4507,Marathahalli,1485.0,2.0,3,90.0
4508,Marathahalli,1146.0,2.0,2,69.0
4509,Margondanahalli,1090.0,2.0,2,58.0
4510,Margondanahalli,1200.0,2.0,2,58.5
4511,Margondanahalli,1200.0,2.0,2,67.0
4513,Margondanahalli,1000.0,2.0,2,57.0
4515,Margondanahalli,600.0,2.0,2,35.0
4516,Margondanahalli,1200.0,2.0,2,69.0
4517,Margondanahalli,900.0,2.0,2,49.0
4518,Margondanahalli,1140.0,2.0,2,60.0
4519,Margondanahalli,1100.0,2.0,2,55.0
4520,Margondanahalli,1152.0,1.0,2,66.0
4522,Margondanahalli,1200.0,2.0,2,65.0
4523,Margondanahalli,1050.0,2.0,2,58.0
4524,Margondanahalli,1160.0,2.0,2,65.0
4525,Margondanahalli,1334.0,2.0,2,67.76
4526,Munnekollal,1170.0,2.0,2,52.0
4527,Munnekollal,1102.0,2.0,2,53.67
4528,Munnekollal,1390.0,3.0,3,68.0
4529,Munnekollal,1200.0,2.0,2,49.5
4530,Munnekollal,950.0,2.0,2,46.5
4531,Munnekollal,1560.0,3.0,3,75.0
4532,Munnekollal,1750.0,3.0,3,86.5
4533,Munnekollal,1385.0,2.0,3,66.5
4534,Munnekollal,1080.0,2.0,2,45.0
4535,Munnekollal,1170.0,2.0,2,59.0
4537,Munnekollal,1200.0,2.0,3,57.9
4538,Munnekollal,1030.0,2.0,2,50.36
4539,Mysore Road,1175.0,2.0,2,73.5
4540,Mysore Road,1710.0,4.0,3,91.31
4541,Mysore Road,1020.0,2.0,2,48.95
4542,Mysore Road,1175.0,2.0,2,73.5
4543,Mysore Road,1070.0,2.0,2,45.0
4544,Mysore Road,1239.0,2.0,2,53.0
4545,Mysore Road,1060.0,2.0,2,62.0
4546,Mysore Road,980.0,2.0,2,45.47
4547,Mysore Road,883.0,2.0,2,40.0
4548,Mysore Road,1525.0,3.0,3,96.0
4549,Mysore Road,1200.0,2.0,2,65.0
4553,Mysore Road,883.0,2.0,2,40.95
4554,Mysore Road,1070.0,2.0,2,49.65
4556,Mysore Road,883.0,2.0,2,50.0
4557,Mysore Road,1155.0,2.0,2,51.0
4558,Mysore Road,1003.0,2.0,2,43.0
4559,Mysore Road,1237.0,2.0,2,73.0
4560,Mysore Road,883.0,2.0,2,45.0
4561,Mysore Road,1170.0,2.0,2,65.0
4562,Mysore Road,1029.5,2.0,2,50.855
4563,Mysore Road,940.0,2.0,2,43.61
4565,Mysore Road,1020.0,2.0,2,48.95
4566,Mysore Road,1568.0,2.0,3,100.0
4568,Mysore Road,1560.0,2.0,3,83.3
4569,Mysore Road,1175.0,2.0,2,70.5
4570,Mysore Road,1080.0,2.0,3,60.0
4572,Mysore Road,883.0,2.0,2,37.0
4575,Nagarbhavi,1350.0,3.0,3,150.0
4576,Nagarbhavi,1200.0,2.0,2,150.0
4578,Nagarbhavi,2400.0,3.0,3,160.0
4579,Nagarbhavi,884.0,2.0,1,36.0
4580,Nagarbhavi,1055.0,2.0,2,55.0
4582,Nagarbhavi,1223.0,2.0,2,60.0
4583,Nagarbhavi,956.0,2.0,2,49.0
4585,Nagarbhavi,1200.0,2.0,2,150.0
4588,Nagarbhavi,1145.0,2.0,2,40.0
4589,Nagarbhavi,300.0,1.0,1,20.0
4590,Nagarbhavi,1250.0,3.0,4,175.0
4591,Nagarbhavi,710.0,2.0,1,40.0
4593,Nagarbhavi,1212.0,2.0,2,50.0
4594,Nagarbhavi,1020.0,2.0,2,55.0
4596,Nagarbhavi,1120.0,2.0,2,53.0
4598,Nagarbhavi,1146.0,2.0,2,50.0
4600,Nagarbhavi,1190.0,2.0,2,63.0
4602,Nagarbhavi,1050.0,2.0,2,80.0
4603,Nagarbhavi,2500.0,3.0,5,180.0
4605,Nagarbhavi,1250.0,3.0,2,170.0
4607,Nagarbhavi,1400.0,2.0,3,135.0
4609,Nagarbhavi,1100.0,2.0,2,46.2
4610,Nagarbhavi,1080.0,2.0,2,49.0
4611,Nagarbhavi,1800.0,3.0,4,180.0
4612,Nagarbhavi,1225.0,2.0,2,58.0
4613,Old Airport Road,2732.0,4.0,4,204.0
4615,Old Airport Road,3356.0,4.0,4,251.0
4616,Old Airport Road,1206.0,2.0,2,75.0
4617,Old Airport Road,2774.0,4.0,4,207.0
4618,Old Airport Road,2690.0,4.0,4,191.0
4619,Old Airport Road,2690.0,4.0,4,199.0
4620,Old Airport Road,1655.0,2.0,2,97.65
4621,Old Airport Road,1075.0,2.0,2,60.0
4622,Old Airport Road,1858.0,2.0,3,167.0
4623,Old Airport Road,1150.0,2.0,2,90.0
4624,Old Airport Road,2690.0,4.0,4,191.0
4625,Old Airport Road,2658.0,5.0,4,187.0
4626,Old Airport Road,946.0,2.0,2,58.0
4627,Old Airport Road,2774.0,4.0,4,208.0
4628,Old Airport Road,2774.0,4.0,4,208.0
4629,Old Airport Road,3200.0,4.0,4,280.0
4630,Old Airport Road,2690.0,4.0,4,201.0
4631,Old Airport Road,1145.0,2.0,2,75.0
4632,Old Airport Road,2732.0,4.0,4,194.0
4633,Old Airport Road,2658.0,5.0,4,189.0
4634,Old Airport Road,2774.0,4.0,4,197.0
4635,Old Airport Road,3496.0,4.0,4,262.0
4636,Old Airport Road,2774.0,4.0,4,197.0
4637,Old Airport Road,2732.0,4.0,4,204.0
4638,Old Airport Road,1798.0,3.0,3,150.0
4639,Old Airport Road,2774.0,4.0,4,208.0
4640,Old Airport Road,1184.0,2.0,2,78.0
4641,Old Airport Road,3504.0,4.0,4,262.0
4642,Old Airport Road,1055.0,2.0,2,75.0
4643,Old Madras Road,1425.0,2.0,3,94.0
4644,Old Madras Road,3715.0,6.0,4,224.5
4647,Old Madras Road,935.0,2.0,2,45.0
4649,Old Madras Road,1720.0,3.0,3,100.0
4650,Old Madras Road,1200.0,2.0,2,72.0
4651,Old Madras Road,1225.0,2.0,2,53.55
4652,Old Madras Road,1100.0,2.0,2,70.0
4653,Old Madras Road,2760.0,5.0,3,157.0
4654,Old Madras Road,1171.0,2.0,2,75.0
4655,Old Madras Road,935.0,2.0,2,45.0
4656,Old Madras Road,4500.0,7.0,5,294.0
4658,Old Madras Road,1065.0,2.0,2,47.86
4659,Old Madras Road,2010.0,3.0,4,125.0
4661,Old Madras Road,1480.0,2.0,3,84.0
4662,Old Madras Road,2990.0,5.0,3,210.0
4663,Old Madras Road,1210.0,2.0,2,74.0
4664,Old Madras Road,1171.0,2.0,2,72.0
4666,Old Madras Road,1480.0,3.0,3,95.0
4668,Old Madras Road,1210.0,2.0,2,80.0
4669,Old Madras Road,1859.0,3.0,3,121.0
4670,Old Madras Road,2990.0,5.0,3,173.0
4673,Old Madras Road,2300.0,3.0,3,142.0
4675,Old Madras Road,1210.0,2.0,2,80.0
4676,Old Madras Road,1210.0,2.0,2,77.0
4677,Old Madras Road,5020.0,7.0,5,287.0
4679,Old Madras Road,1330.0,2.0,2,74.0
4680,Old Madras Road,1720.0,3.0,3,106.0
4681,Old Madras Road,2640.0,5.0,3,150.0
4682,Old Madras Road,2990.0,3.0,3,170.0
4684,Old Madras Road,1171.0,2.0,2,73.0
4685,Old Madras Road,1630.0,3.0,3,110.0
4686,Old Madras Road,1165.0,2.0,2,52.0
4687,Old Madras Road,2640.0,2.0,2,170.0
4688,Old Madras Road,1165.0,2.0,2,51.42
4689,Padmanabhanagar,1020.0,2.0,2,63.0
4690,Padmanabhanagar,1176.0,2.0,2,62.0
4691,Padmanabhanagar,1258.0,2.0,2,115.0
4693,Padmanabhanagar,1100.0,2.0,2,65.0
4694,Padmanabhanagar,3400.0,3.0,4,210.0
4698,Padmanabhanagar,4500.0,4.0,3,360.0
4699,Padmanabhanagar,1200.0,2.0,2,60.0
4701,Padmanabhanagar,1000.0,1.0,2,90.0
4702,Padmanabhanagar,1067.0,2.0,2,52.0
4706,Padmanabhanagar,1100.0,2.0,2,60.0
4707,Padmanabhanagar,2051.0,3.0,3,180.0
4708,Padmanabhanagar,2051.0,3.0,3,170.0
4709,Panathur,1359.0,2.0,2,87.0
4710,Panathur,1438.0,2.0,2,100.0
4711,Panathur,1688.0,3.0,3,118.0
4713,Panathur,1198.0,2.0,2,77.0
4714,Panathur,1180.0,2.0,2,70.0
4715,Panathur,1546.0,3.0,3,99.0
4717,Panathur,1000.0,2.0,2,65.3
4718,Panathur,1109.0,2.0,2,63.0
4719,Panathur,1000.0,2.0,2,68.0
4720,Panathur,1255.0,2.0,2,79.0
4721,Panathur,1205.0,2.0,2,62.9
4722,Panathur,1198.0,2.0,2,82.0
4723,Panathur,1235.0,2.0,2,65.0
4724,Panathur,1210.0,2.0,2,80.0
4725,Panathur,1210.0,2.0,2,77.0
4726,Panathur,661.0,1.0,1,40.0
4727,Panathur,1210.0,2.0,2,78.0
4729,Panathur,1050.0,2.0,2,60.0
4730,Panathur,1398.0,2.0,2,97.0
4731,Panathur,1065.0,2.0,2,58.0
4732,Panathur,1007.0,2.0,2,64.0
4733,Panathur,1210.0,2.0,2,77.93
4734,Panathur,1230.0,2.0,2,80.0
4735,Panathur,980.0,2.0,2,57.0
4736,Panathur,1075.0,2.0,2,60.0
4737,Panathur,1210.0,2.0,2,69.0
4738,Panathur,1343.0,2.0,2,76.0
4740,R.T. Nagar,1200.0,2.0,2,120.0
4742,R.T. Nagar,1040.0,2.0,2,46.0
4743,R.T. Nagar,1200.0,2.0,2,45.0
4744,R.T. Nagar,1235.0,2.0,2,65.0
4745,R.T. Nagar,1140.0,3.0,3,130.0
4746,R.T. Nagar,970.0,2.0,2,55.0
4747,R.T. Nagar,1560.0,3.0,3,125.0
4748,R.T. Nagar,1200.0,2.0,2,60.0
4751,R.T. Nagar,1200.0,3.0,3,140.0
4752,R.T. Nagar,1100.0,3.0,2,125.0
4753,R.T. Nagar,1150.0,2.0,2,72.0
4754,R.T. Nagar,1500.0,4.0,4,185.0
4755,R.T. Nagar,3600.0,8.0,9,165.0
4756,R.T. Nagar,1080.0,2.0,2,48.0
4757,R.T. Nagar,1325.0,2.0,2,52.0
4759,R.T. Nagar,1300.0,3.0,3,145.0
4761,R.T. Nagar,1100.0,2.0,2,85.0
4762,R.T. Nagar,1667.0,3.0,3,130.0
4763,Rachenahalli,1050.0,2.0,2,52.07
4765,Rachenahalli,1050.0,2.0,2,55.5
4767,Rachenahalli,1050.0,2.0,2,53.5
4769,Rachenahalli,1220.0,2.0,2,59.5
4770,Rachenahalli,1050.0,2.0,2,52.5
4772,Rachenahalli,1050.0,2.0,2,52.1
4773,Rachenahalli,1050.0,2.0,2,53.5
4774,Rachenahalli,1113.0,2.0,2,55.0
4775,Rachenahalli,3657.0,5.0,4,220.0
4779,Rachenahalli,680.0,1.0,1,32.64
4780,Rachenahalli,412.5,1.0,1,19.8
4781,Rachenahalli,1050.0,2.0,2,52.5
4784,Rachenahalli,690.0,1.0,1,39.8
4785,Rachenahalli,1050.0,2.0,2,47.25
4786,Rachenahalli,1050.0,2.0,2,55.5
4787,Rachenahalli,985.0,2.0,2,49.97
4788,Rachenahalli,1050.0,2.0,2,52.5
4789,Rachenahalli,1050.0,2.0,2,52.08
4791,Rachenahalli,1050.0,2.0,2,52.07
4793,Rachenahalli,1050.0,2.0,2,52.08
4794,Rachenahalli,985.0,2.0,2,49.97
4795,Rachenahalli,1856.0,3.0,3,106.0
4796,Rachenahalli,1050.0,2.0,2,52.5
4797,Rachenahalli,985.0,2.0,2,50.17
4798,Rachenahalli,2600.0,3.0,3,160.0
4801,Rachenahalli,985.0,2.0,2,50.17
4802,Rachenahalli,1050.0,2.0,2,52.71
4805,Raja Rajeshwari Nagar,1295.0,2.0,2,43.9
4806,Raja Rajeshwari Nagar,1145.0,2.0,2,45.79
4807,Raja Rajeshwari Nagar,1419.0,2.0,2,48.1
4808,Raja Rajeshwari Nagar,1295.0,2.0,2,55.47
4809,Raja Rajeshwari Nagar,1133.0,2.0,2,49.07
4810,Raja Rajeshwari Nagar,1090.0,2.0,2,42.0
4811,Raja Rajeshwari Nagar,1260.0,2.0,2,67.39
4812,Raja Rajeshwari Nagar,1141.0,2.0,2,38.55
4813,Raja Rajeshwari Nagar,1140.0,2.0,2,49.39
4814,Raja Rajeshwari Nagar,1303.0,2.0,2,55.79
4815,Raja Rajeshwari Nagar,600.0,1.0,1,22.0
4816,Raja Rajeshwari Nagar,1278.0,2.0,3,53.76
4817,Raja Rajeshwari Nagar,500.0,1.0,1,25.0
4818,Raja Rajeshwari Nagar,1143.0,2.0,2,38.65
4819,Raja Rajeshwari Nagar,1610.0,3.0,3,74.0
4820,Raja Rajeshwari Nagar,1105.0,2.0,2,65.0
4822,Raja Rajeshwari Nagar,1258.0,2.0,2,63.53
4823,Raja Rajeshwari Nagar,1128.0,2.0,2,38.24
4824,Raja Rajeshwari Nagar,1157.0,2.0,2,53.8
4825,Raja Rajeshwari Nagar,1185.0,2.0,2,47.39
4828,Raja Rajeshwari Nagar,1030.0,2.0,2,50.0
4829,Raja Rajeshwari Nagar,1144.0,2.0,2,38.55
4830,Raja Rajeshwari Nagar,1196.0,2.0,2,51.51
4831,Raja Rajeshwari Nagar,1570.0,3.0,3,88.0
4832,Raja Rajeshwari Nagar,1168.0,2.0,2,61.0
4833,Raja Rajeshwari Nagar,1306.0,2.0,2,55.91
4834,Raja Rajeshwari Nagar,1608.0,3.0,3,67.98
4836,Raja Rajeshwari Nagar,1575.0,2.0,3,78.0
4837,Raja Rajeshwari Nagar,1200.0,2.0,2,35.0
4838,Raja Rajeshwari Nagar,1151.0,2.0,2,39.02
4839,Raja Rajeshwari Nagar,1570.0,2.0,3,65.0
4841,Raja Rajeshwari Nagar,1196.0,2.0,2,51.15
4842,Raja Rajeshwari Nagar,1419.0,2.0,2,48.0
4844,Raja Rajeshwari Nagar,1295.0,2.0,2,70.0
4845,Raja Rajeshwari Nagar,648.0,1.0,1,31.75
4846,Raja Rajeshwari Nagar,1100.0,2.0,2,55.0
4847,Raja Rajeshwari Nagar,1140.0,2.0,2,38.55
4848,Raja Rajeshwari Nagar,1090.0,2.0,2,43.59
4850,Raja Rajeshwari Nagar,1023.0,2.0,2,42.0
4851,Raja Rajeshwari Nagar,1070.0,2.0,2,50.0
4853,Raja Rajeshwari Nagar,4800.0,8.0,8,225.0
4854,Raja Rajeshwari Nagar,1128.0,2.0,2,48.79
4855,Raja Rajeshwari Nagar,1267.0,2.0,2,42.85
4856,Raja Rajeshwari Nagar,550.0,1.0,1,21.0
4857,Raja Rajeshwari Nagar,1120.0,2.0,2,37.95
4858,Raja Rajeshwari Nagar,1608.0,2.0,2,85.0
4859,Raja Rajeshwari Nagar,1210.0,2.0,2,45.0
4860,Raja Rajeshwari Nagar,1240.0,2.0,2,53.27
4861,Raja Rajeshwari Nagar,1395.0,2.0,3,72.0
4862,Raja Rajeshwari Nagar,1165.0,2.0,2,45.0
4863,Raja Rajeshwari Nagar,1288.0,2.0,3,70.0
4864,Raja Rajeshwari Nagar,1120.0,2.0,2,37.97
4865,Raja Rajeshwari Nagar,1140.0,2.0,2,38.65
4866,Raja Rajeshwari Nagar,1095.0,2.0,2,38.33
4867,Raja Rajeshwari Nagar,1420.0,2.0,3,60.0
4868,Raja Rajeshwari Nagar,1303.0,2.0,2,44.17
4870,Raja Rajeshwari Nagar,1185.0,2.0,2,40.17
4871,Raja Rajeshwari Nagar,1140.0,2.0,2,49.27
4873,Raja Rajeshwari Nagar,1095.0,2.0,2,38.33
4874,Raja Rajeshwari Nagar,1235.0,2.0,2,75.0
4875,Raja Rajeshwari Nagar,1280.0,3.0,3,57.6
4876,Raja Rajeshwari Nagar,1303.0,2.0,2,55.79
4877,Raja Rajeshwari Nagar,1162.0,2.0,2,65.0
4878,Raja Rajeshwari Nagar,1133.0,2.0,2,38.41
4879,Raja Rajeshwari Nagar,1151.0,2.0,2,49.0
4880,Raja Rajeshwari Nagar,1267.0,2.0,2,54.35
4882,Raja Rajeshwari Nagar,1100.0,2.0,2,50.0
4883,Raja Rajeshwari Nagar,1185.0,2.0,2,40.17
4885,Raja Rajeshwari Nagar,1306.0,2.0,2,44.17
4886,Raja Rajeshwari Nagar,1196.0,2.0,2,40.44
4887,Raja Rajeshwari Nagar,1178.0,2.0,2,75.0
4888,Raja Rajeshwari Nagar,1128.0,2.0,2,40.0
4889,Raja Rajeshwari Nagar,1151.0,2.0,2,39.0
4891,Raja Rajeshwari Nagar,1525.0,2.0,3,99.13
4892,Raja Rajeshwari Nagar,1060.0,2.0,2,48.0
4893,Raja Rajeshwari Nagar,3900.0,6.0,6,195.0
4894,Raja Rajeshwari Nagar,1128.0,2.0,2,48.79
4896,Raja Rajeshwari Nagar,1170.0,2.0,2,50.0
4898,Raja Rajeshwari Nagar,1185.0,2.0,2,51.15
4899,Raja Rajeshwari Nagar,1255.0,2.0,2,53.87
4900,Raja Rajeshwari Nagar,1419.0,2.0,2,60.42
4901,Raja Rajeshwari Nagar,1693.0,3.0,3,71.38
4902,Raja Rajeshwari Nagar,3600.0,9.0,9,240.0
4903,Raja Rajeshwari Nagar,1196.0,2.0,2,40.54
4904,Raja Rajeshwari Nagar,1196.0,2.0,2,40.54
4907,Raja Rajeshwari Nagar,1160.0,2.0,2,70.0
4908,Raja Rajeshwari Nagar,1133.0,2.0,2,38.37
4909,Raja Rajeshwari Nagar,1140.0,2.0,2,48.7
4910,Raja Rajeshwari Nagar,1140.0,2.0,2,38.65
4911,Raja Rajeshwari Nagar,1140.0,2.0,2,38.55
4912,Raja Rajeshwari Nagar,1295.0,2.0,2,55.47
4913,Raja Rajeshwari Nagar,1133.0,2.0,2,40.0
4915,Raja Rajeshwari Nagar,1550.0,3.0,3,86.8
4916,Raja Rajeshwari Nagar,1400.0,2.0,2,45.0
4917,Raja Rajeshwari Nagar,1110.0,2.0,2,52.0
4918,Raja Rajeshwari Nagar,1580.0,3.0,3,83.74
4920,Raja Rajeshwari Nagar,1640.0,3.0,3,86.8
4922,Raja Rajeshwari Nagar,1185.0,2.0,2,51.15
4923,Raja Rajeshwari Nagar,1295.0,2.0,2,43.9
4924,Raja Rajeshwari Nagar,1279.0,2.0,3,53.76
4925,Raja Rajeshwari Nagar,1196.0,2.0,2,40.54
4926,Raja Rajeshwari Nagar,1240.0,2.0,2,40.54
4927,Raja Rajeshwari Nagar,1090.0,2.0,2,57.0
4928,Raja Rajeshwari Nagar,1240.0,2.0,2,42.04
4929,Raja Rajeshwari Nagar,1757.0,3.0,3,98.0
4930,Raja Rajeshwari Nagar,1530.0,3.0,3,64.0
